state,county,candidate,party,total_votes,won
North Dakota,Cavalier County,Jo Jorgensen,LIB,40,FALSE
North Dakota,Cavalier County, Write-ins,WRI,7,FALSE
North Dakota,Dickey County,Donald Trump,REP,1742,TRUE
North Dakota,Dickey County,Joe Biden,DEM,608,FALSE
North Dakota,Dickey County,Jo Jorgensen,LIB,63,FALSE
North Dakota,Dickey County, Write-ins,WRI,11,FALSE
North Dakota,Divide County,Donald Trump,REP,904,TRUE
North Dakota,Divide County,Joe Biden,DEM,265,FALSE
North Dakota,Divide County,Jo Jorgensen,LIB,30,FALSE
North Dakota,Divide County, Write-ins,WRI,3,FALSE
North Dakota,Dunn County,Donald Trump,REP,1951,TRUE
North Dakota,Dunn County,Joe Biden,DEM,342,FALSE
North Dakota,Dunn County,Jo Jorgensen,LIB,39,FALSE
North Dakota,Dunn County, Write-ins,WRI,6,FALSE
North Dakota,Eddy County,Donald Trump,REP,854,TRUE
North Dakota,Eddy County,Joe Biden,DEM,383,FALSE
North Dakota,Eddy County,Jo Jorgensen,LIB,22,FALSE
North Dakota,Eddy County, Write-ins,WRI,2,FALSE
North Dakota,Emmons County,Donald Trump,REP,1738,TRUE
North Dakota,Emmons County,Joe Biden,DEM,237,FALSE
North Dakota,Emmons County,Jo Jorgensen,LIB,27,FALSE
North Dakota,Emmons County, Write-ins,WRI,7,FALSE
North Dakota,Foster County,Donald Trump,REP,1362,TRUE
North Dakota,Foster County,Joe Biden,DEM,373,FALSE
North Dakota,Foster County,Jo Jorgensen,LIB,33,FALSE
North Dakota,Foster County, Write-ins,WRI,10,FALSE
North Dakota,Golden Valley County,Donald Trump,REP,871,TRUE
North Dakota,Golden Valley County,Joe Biden,DEM,137,FALSE
North Dakota,Golden Valley County,Jo Jorgensen,LIB,16,FALSE
North Dakota,Golden Valley County, Write-ins,WRI,2,FALSE
North Dakota,Grand Forks County,Donald Trump,REP,16987,TRUE
North Dakota,Grand Forks County,Joe Biden,DEM,12880,FALSE
North Dakota,Grand Forks County,Jo Jorgensen,LIB,874,FALSE
North Dakota,Grand Forks County, Write-ins,WRI,229,FALSE
North Dakota,Grant County,Donald Trump,REP,1145,TRUE
North Dakota,Grant County,Joe Biden,DEM,207,FALSE
North Dakota,Grant County,Jo Jorgensen,LIB,28,FALSE
North Dakota,Grant County, Write-ins,WRI,1,FALSE
North Dakota,Griggs County,Donald Trump,REP,907,TRUE
North Dakota,Griggs County,Joe Biden,DEM,308,FALSE
North Dakota,Griggs County,Jo Jorgensen,LIB,34,FALSE
North Dakota,Griggs County, Write-ins,WRI,1,FALSE
North Dakota,Hettinger County,Donald Trump,REP,1091,TRUE
North Dakota,Hettinger County,Joe Biden,DEM,196,FALSE
North Dakota,Hettinger County,Jo Jorgensen,LIB,23,FALSE
North Dakota,Hettinger County, Write-ins,WRI,2,FALSE
North Dakota,Kidder County,Donald Trump,REP,1215,TRUE
North Dakota,Kidder County,Joe Biden,DEM,221,FALSE
North Dakota,Kidder County,Jo Jorgensen,LIB,22,FALSE
North Dakota,Kidder County, Write-ins,WRI,2,FALSE
North Dakota,LaMoure County,Donald Trump,REP,1645,TRUE
North Dakota,LaMoure County,Joe Biden,DEM,527,FALSE
North Dakota,LaMoure County,Jo Jorgensen,LIB,44,FALSE
North Dakota,LaMoure County, Write-ins,WRI,3,FALSE
North Dakota,Logan County,Donald Trump,REP,930,TRUE
North Dakota,Logan County,Joe Biden,DEM,128,FALSE
North Dakota,Logan County,Jo Jorgensen,LIB,14,FALSE
North Dakota,Logan County, Write-ins,WRI,4,FALSE
North Dakota,McHenry County,Donald Trump,REP,2364,TRUE
North Dakota,McHenry County,Joe Biden,DEM,564,FALSE
North Dakota,McHenry County,Jo Jorgensen,LIB,68,FALSE
North Dakota,McHenry County, Write-ins,WRI,7,FALSE
North Dakota,McIntosh County,Donald Trump,REP,1153,TRUE
North Dakota,McIntosh County,Joe Biden,DEM,261,FALSE
North Dakota,McIntosh County,Jo Jorgensen,LIB,30,FALSE
North Dakota,McIntosh County, Write-ins,WRI,11,FALSE
North Dakota,McKenzie County,Donald Trump,REP,4482,TRUE
North Dakota,McKenzie County,Joe Biden,DEM,814,FALSE
North Dakota,McKenzie County,Jo Jorgensen,LIB,110,FALSE
North Dakota,McKenzie County, Write-ins,WRI,13,FALSE
North Dakota,McLean County,Donald Trump,REP,4198,TRUE
North Dakota,McLean County,Joe Biden,DEM,1230,FALSE
North Dakota,McLean County,Jo Jorgensen,LIB,96,FALSE
North Dakota,McLean County, Write-ins,WRI,12,FALSE
North Dakota,Mercer County,Donald Trump,REP,3856,TRUE
North Dakota,Mercer County,Joe Biden,DEM,704,FALSE
North Dakota,Mercer County,Jo Jorgensen,LIB,102,FALSE
North Dakota,Mercer County, Write-ins,WRI,13,FALSE
North Dakota,Morton County,Donald Trump,REP,12243,TRUE
North Dakota,Morton County,Joe Biden,DEM,3872,FALSE
North Dakota,Morton County,Jo Jorgensen,LIB,432,FALSE
North Dakota,Morton County, Write-ins,WRI,72,FALSE
North Dakota,Mountrail County,Donald Trump,REP,2824,TRUE
North Dakota,Mountrail County,Joe Biden,DEM,1256,FALSE
North Dakota,Mountrail County,Jo Jorgensen,LIB,75,FALSE
North Dakota,Mountrail County, Write-ins,WRI,10,FALSE
North Dakota,Nelson County,Donald Trump,REP,1141,TRUE
North Dakota,Nelson County,Joe Biden,DEM,586,FALSE
North Dakota,Nelson County,Jo Jorgensen,LIB,43,FALSE
North Dakota,Nelson County, Write-ins,WRI,7,FALSE
North Dakota,Oliver County,Donald Trump,REP,918,TRUE
North Dakota,Oliver County,Joe Biden,DEM,129,FALSE
North Dakota,Oliver County,Jo Jorgensen,LIB,18,FALSE
North Dakota,Oliver County, Write-ins,WRI,1,FALSE
North Dakota,Pembina County,Donald Trump,REP,2460,TRUE
North Dakota,Pembina County,Joe Biden,DEM,786,FALSE
North Dakota,Pembina County,Jo Jorgensen,LIB,66,FALSE
North Dakota,Pembina County, Write-ins,WRI,19,FALSE
North Dakota,Pierce County,Donald Trump,REP,1585,TRUE
North Dakota,Pierce County,Joe Biden,DEM,497,FALSE
North Dakota,Pierce County,Jo Jorgensen,LIB,38,FALSE
North Dakota,Pierce County, Write-ins,WRI,8,FALSE
North Dakota,Ramsey County,Donald Trump,REP,3577,TRUE
North Dakota,Ramsey County,Joe Biden,DEM,1639,FALSE
North Dakota,Ramsey County,Jo Jorgensen,LIB,128,FALSE
North Dakota,Ramsey County, Write-ins,WRI,28,FALSE
North Dakota,Ransom County,Donald Trump,REP,1418,TRUE
North Dakota,Ransom County,Joe Biden,DEM,945,FALSE
North Dakota,Ransom County,Jo Jorgensen,LIB,86,FALSE
North Dakota,Ransom County, Write-ins,WRI,5,FALSE
North Dakota,Renville County,Donald Trump,REP,1065,TRUE
North Dakota,Renville County,Joe Biden,DEM,220,FALSE
North Dakota,Renville County,Jo Jorgensen,LIB,32,FALSE
North Dakota,Renville County, Write-ins,WRI,2,FALSE
North Dakota,Richland County,Donald Trump,REP,5072,TRUE
North Dakota,Richland County,Joe Biden,DEM,2510,FALSE
North Dakota,Richland County,Jo Jorgensen,LIB,191,FALSE
North Dakota,Richland County, Write-ins,WRI,39,FALSE
North Dakota,Rolette County,Joe Biden,DEM,2482,TRUE
North Dakota,Rolette County,Donald Trump,REP,1257,FALSE
North Dakota,Rolette County,Jo Jorgensen,LIB,60,FALSE
North Dakota,Rolette County, Write-ins,WRI,5,FALSE
North Dakota,Sargent County,Donald Trump,REP,1266,TRUE
North Dakota,Sargent County,Joe Biden,DEM,738,FALSE
North Dakota,Sargent County,Jo Jorgensen,LIB,62,FALSE
North Dakota,Sargent County, Write-ins,WRI,4,FALSE
North Dakota,Sheridan County,Donald Trump,REP,688,TRUE
North Dakota,Sheridan County,Joe Biden,DEM,104,FALSE
North Dakota,Sheridan County,Jo Jorgensen,LIB,16,FALSE
North Dakota,Sheridan County, Write-ins,WRI,4,FALSE
North Dakota,Sioux County,Joe Biden,DEM,804,TRUE
North Dakota,Sioux County,Donald Trump,REP,258,FALSE
North Dakota,Sioux County, Write-ins,WRI,76,FALSE
North Dakota,Sioux County,Jo Jorgensen,LIB,48,FALSE
North Dakota,Slope County,Donald Trump,REP,380,TRUE
North Dakota,Slope County,Joe Biden,DEM,44,FALSE
North Dakota,Slope County,Jo Jorgensen,LIB,2,FALSE
North Dakota,Slope County, Write-ins,WRI,1,FALSE
North Dakota,Stark County,Donald Trump,REP,12110,TRUE
North Dakota,Stark County,Joe Biden,DEM,2499,FALSE
North Dakota,Stark County,Jo Jorgensen,LIB,396,FALSE
North Dakota,Stark County, Write-ins,WRI,45,FALSE
North Dakota,Steele County,Donald Trump,REP,652,TRUE
North Dakota,Steele County,Joe Biden,DEM,392,FALSE
North Dakota,Steele County,Jo Jorgensen,LIB,38,FALSE
North Dakota,Steele County, Write-ins,WRI,6,FALSE
North Dakota,Stutsman County,Donald Trump,REP,6994,TRUE
North Dakota,Stutsman County,Joe Biden,DEM,2676,FALSE
North Dakota,Stutsman County,Jo Jorgensen,LIB,249,FALSE
North Dakota,Stutsman County, Write-ins,WRI,40,FALSE
North Dakota,Towner County,Donald Trump,REP,830,TRUE
North Dakota,Towner County,Joe Biden,DEM,317,FALSE
North Dakota,Towner County,Jo Jorgensen,LIB,25,FALSE
North Dakota,Towner County, Write-ins,WRI,2,FALSE
North Dakota,Traill County,Donald Trump,REP,2522,TRUE
North Dakota,Traill County,Joe Biden,DEM,1493,FALSE
North Dakota,Traill County,Jo Jorgensen,LIB,110,FALSE
North Dakota,Traill County, Write-ins,WRI,11,FALSE
North Dakota,Walsh County,Donald Trump,REP,3324,TRUE
North Dakota,Walsh County,Joe Biden,DEM,1333,FALSE
North Dakota,Walsh County,Jo Jorgensen,LIB,95,FALSE
North Dakota,Walsh County, Write-ins,WRI,31,FALSE
North Dakota,Ward County,Donald Trump,REP,19974,TRUE
North Dakota,Ward County,Joe Biden,DEM,7293,FALSE
North Dakota,Ward County,Jo Jorgensen,LIB,845,FALSE
North Dakota,Ward County, Write-ins,WRI,134,FALSE
North Dakota,Wells County,Donald Trump,REP,1893,TRUE
North Dakota,Wells County,Joe Biden,DEM,442,FALSE
North Dakota,Wells County,Jo Jorgensen,LIB,32,FALSE
North Dakota,Wells County, Write-ins,WRI,7,FALSE
North Dakota,Williams County,Donald Trump,REP,11739,TRUE
North Dakota,Williams County,Joe Biden,DEM,2169,FALSE
North Dakota,Williams County,Jo Jorgensen,LIB,362,FALSE
North Dakota,Williams County, Write-ins,WRI,64,FALSE
Ohio,Adams County,Donald Trump,REP,9660,TRUE
Ohio,Adams County,Joe Biden,DEM,2130,FALSE
Ohio,Adams County,Jo Jorgensen,LIB,89,FALSE
Ohio,Adams County,Howie Hawkins,GRN,26,FALSE
Ohio,Allen County,Donald Trump,REP,32052,TRUE
Ohio,Allen County,Joe Biden,DEM,13611,FALSE
Ohio,Allen County,Jo Jorgensen,LIB,562,FALSE
Ohio,Allen County,Howie Hawkins,GRN,137,FALSE
Ohio,Ashland County,Donald Trump,REP,19002,TRUE
Ohio,Ashland County,Joe Biden,DEM,6448,FALSE
Ohio,Ashland County,Jo Jorgensen,LIB,330,FALSE
Ohio,Ashland County,Howie Hawkins,GRN,103,FALSE
Ohio,Ashland County, Write-ins,WRI,0,FALSE
Ohio,Ashtabula County,Donald Trump,REP,26225,TRUE
Ohio,Ashtabula County,Joe Biden,DEM,16207,FALSE
Ohio,Ashtabula County,Jo Jorgensen,LIB,538,FALSE
Ohio,Ashtabula County,Howie Hawkins,GRN,191,FALSE
Ohio,Ashtabula County, Write-ins,WRI,92,FALSE
Ohio,Athens County,Joe Biden,DEM,14047,TRUE
Ohio,Athens County,Donald Trump,REP,10386,FALSE
Ohio,Athens County,Jo Jorgensen,LIB,274,FALSE
Ohio,Athens County,Howie Hawkins,GRN,102,FALSE
Ohio,Athens County, Write-ins,WRI,67,FALSE
Ohio,Auglaize County,Donald Trump,REP,20451,TRUE
Ohio,Auglaize County,Joe Biden,DEM,4583,FALSE
Ohio,Auglaize County,Jo Jorgensen,LIB,250,FALSE
Ohio,Auglaize County,Howie Hawkins,GRN,64,FALSE
Ohio,Auglaize County, Write-ins,WRI,48,FALSE
Ohio,Belmont County,Donald Trump,REP,23092,TRUE
Ohio,Belmont County,Joe Biden,DEM,9007,FALSE
Ohio,Belmont County,Jo Jorgensen,LIB,279,FALSE
Ohio,Belmont County,Howie Hawkins,GRN,97,FALSE
Ohio,Belmont County, Write-ins,WRI,59,FALSE
Ohio,Brown County,Donald Trump,REP,16032,TRUE
Ohio,Brown County,Joe Biden,DEM,4326,FALSE
Ohio,Brown County,Jo Jorgensen,LIB,176,FALSE
Ohio,Brown County,Howie Hawkins,GRN,52,FALSE
Ohio,Butler County,Donald Trump,REP,111722,TRUE
Ohio,Butler County,Joe Biden,DEM,67729,FALSE
Ohio,Butler County,Jo Jorgensen,LIB,2107,FALSE
Ohio,Butler County,Howie Hawkins,GRN,476,FALSE
Ohio,Carroll County,Donald Trump,REP,10525,TRUE
Ohio,Carroll County,Joe Biden,DEM,3206,FALSE
Ohio,Carroll County,Jo Jorgensen,LIB,150,FALSE
Ohio,Carroll County,Howie Hawkins,GRN,54,FALSE
Ohio,Carroll County, Write-ins,WRI,22,FALSE
Ohio,Champaign County,Donald Trump,REP,14086,TRUE
Ohio,Champaign County,Joe Biden,DEM,4946,FALSE
Ohio,Champaign County,Jo Jorgensen,LIB,247,FALSE
Ohio,Champaign County,Howie Hawkins,GRN,54,FALSE
Ohio,Champaign County, Write-ins,WRI,36,FALSE
Ohio,Clark County,Donald Trump,REP,38217,TRUE
Ohio,Clark County,Joe Biden,DEM,23625,FALSE
Ohio,Clark County,Jo Jorgensen,LIB,789,FALSE
Ohio,Clark County,Howie Hawkins,GRN,239,FALSE
Ohio,Clermont County,Donald Trump,REP,73077,TRUE
Ohio,Clermont County,Joe Biden,DEM,33505,FALSE
Ohio,Clermont County,Jo Jorgensen,LIB,1468,FALSE
Ohio,Clermont County,Howie Hawkins,GRN,265,FALSE
Ohio,Clinton County,Donald Trump,REP,15061,TRUE
Ohio,Clinton County,Joe Biden,DEM,4556,FALSE
Ohio,Clinton County,Jo Jorgensen,LIB,259,FALSE
Ohio,Clinton County,Howie Hawkins,GRN,64,FALSE
Ohio,Columbiana County,Donald Trump,REP,35124,TRUE
Ohio,Columbiana County,Joe Biden,DEM,13183,FALSE
Ohio,Columbiana County,Jo Jorgensen,LIB,597,FALSE
Ohio,Columbiana County,Howie Hawkins,GRN,158,FALSE
Ohio,Columbiana County, Write-ins,WRI,107,FALSE
Ohio,Coshocton County,Donald Trump,REP,11982,TRUE
Ohio,Coshocton County,Joe Biden,DEM,4057,FALSE
Ohio,Coshocton County,Jo Jorgensen,LIB,221,FALSE
Ohio,Coshocton County,Howie Hawkins,GRN,59,FALSE
Ohio,Coshocton County, Write-ins,WRI,29,FALSE
Ohio,Crawford County,Donald Trump,REP,15043,TRUE
Ohio,Crawford County,Joe Biden,DEM,4831,FALSE
Ohio,Crawford County,Jo Jorgensen,LIB,268,FALSE
Ohio,Crawford County,Howie Hawkins,GRN,50,FALSE
Ohio,Crawford County, Write-ins,WRI,30,FALSE
Ohio,Cuyahoga County,Joe Biden,DEM,402315,TRUE
Ohio,Cuyahoga County,Donald Trump,REP,195089,FALSE
Ohio,Cuyahoga County,Jo Jorgensen,LIB,4403,FALSE
Ohio,Cuyahoga County,Howie Hawkins,GRN,1914,FALSE
Ohio,Darke County,Donald Trump,REP,21569,TRUE
Ohio,Darke County,Joe Biden,DEM,4668,FALSE
Ohio,Darke County,Jo Jorgensen,LIB,324,FALSE
Ohio,Darke County,Howie Hawkins,GRN,60,FALSE
Ohio,Defiance County,Donald Trump,REP,12778,TRUE
Ohio,Defiance County,Joe Biden,DEM,5870,FALSE
Ohio,Defiance County,Jo Jorgensen,LIB,264,FALSE
Ohio,Defiance County,Howie Hawkins,GRN,77,FALSE
Ohio,Defiance County, Write-ins,WRI,43,FALSE
Ohio,Delaware County,Donald Trump,REP,65163,TRUE
Ohio,Delaware County,Joe Biden,DEM,56961,FALSE
Ohio,Delaware County,Jo Jorgensen,LIB,1593,FALSE
Ohio,Delaware County,Howie Hawkins,GRN,287,FALSE
Ohio,Erie County,Donald Trump,REP,21724,TRUE
Ohio,Erie County,Joe Biden,DEM,17142,FALSE
Ohio,Erie County,Jo Jorgensen,LIB,505,FALSE
Ohio,Erie County,Howie Hawkins,GRN,152,FALSE
Ohio,Fairfield County,Donald Trump,REP,49714,TRUE
Ohio,Fairfield County,Joe Biden,DEM,30634,FALSE
Ohio,Fairfield County,Jo Jorgensen,LIB,998,FALSE
Ohio,Fairfield County,Howie Hawkins,GRN,218,FALSE
Ohio,Fayette County,Donald Trump,REP,9220,TRUE
Ohio,Fayette County,Joe Biden,DEM,2911,FALSE
Ohio,Fayette County,Jo Jorgensen,LIB,129,FALSE
Ohio,Fayette County,Howie Hawkins,GRN,32,FALSE
Ohio,Fayette County, Write-ins,WRI,13,FALSE
Ohio,Franklin County,Joe Biden,DEM,391584,TRUE
Ohio,Franklin County,Donald Trump,REP,203154,FALSE
Ohio,Franklin County,Jo Jorgensen,LIB,7294,FALSE
Ohio,Franklin County,Howie Hawkins,GRN,2026,FALSE
Ohio,Fulton County,Donald Trump,REP,15396,TRUE
Ohio,Fulton County,Joe Biden,DEM,6545,FALSE
Ohio,Fulton County,Jo Jorgensen,LIB,290,FALSE
Ohio,Fulton County,Howie Hawkins,GRN,68,FALSE
Ohio,Gallia County,Donald Trump,REP,10289,TRUE
Ohio,Gallia County,Joe Biden,DEM,2911,FALSE
Ohio,Gallia County,Jo Jorgensen,LIB,126,FALSE
Ohio,Gallia County,Howie Hawkins,GRN,32,FALSE
Ohio,Geauga County,Donald Trump,REP,33581,TRUE
Ohio,Geauga County,Joe Biden,DEM,20980,FALSE
Ohio,Geauga County,Jo Jorgensen,LIB,524,FALSE
Ohio,Geauga County, Write-ins,WRI,164,FALSE
Ohio,Geauga County,Howie Hawkins,GRN,132,FALSE
Ohio,Greene County,Donald Trump,REP,50937,TRUE
Ohio,Greene County,Joe Biden,DEM,34023,FALSE
Ohio,Greene County,Jo Jorgensen,LIB,1398,FALSE
Ohio,Greene County,Howie Hawkins,GRN,258,FALSE
Ohio,Guernsey County,Donald Trump,REP,13077,TRUE
Ohio,Guernsey County,Joe Biden,DEM,4498,FALSE
Ohio,Guernsey County,Jo Jorgensen,LIB,170,FALSE
Ohio,Guernsey County,Howie Hawkins,GRN,61,FALSE
Ohio,Hamilton County,Joe Biden,DEM,238101,TRUE
Ohio,Hamilton County,Donald Trump,REP,173015,FALSE
Ohio,Hamilton County,Jo Jorgensen,LIB,4989,FALSE
Ohio,Hamilton County,Howie Hawkins,GRN,1303,FALSE
Ohio,Hancock County,Donald Trump,REP,25796,TRUE
Ohio,Hancock County,Joe Biden,DEM,11535,FALSE
Ohio,Hancock County,Jo Jorgensen,LIB,565,FALSE
Ohio,Hancock County,Howie Hawkins,GRN,103,FALSE
Ohio,Hardin County,Donald Trump,REP,9698,TRUE
Ohio,Hardin County,Joe Biden,DEM,3025,FALSE
Ohio,Hardin County,Jo Jorgensen,LIB,188,FALSE
Ohio,Hardin County,Howie Hawkins,GRN,43,FALSE
Ohio,Harrison County,Donald Trump,REP,5668,TRUE
Ohio,Harrison County,Joe Biden,DEM,1742,FALSE
Ohio,Harrison County,Jo Jorgensen,LIB,56,FALSE
Ohio,Harrison County,Howie Hawkins,GRN,34,FALSE
Ohio,Henry County,Donald Trump,REP,10273,TRUE
Ohio,Henry County,Joe Biden,DEM,3995,FALSE
Ohio,Henry County,Jo Jorgensen,LIB,171,FALSE
Ohio,Henry County,Howie Hawkins,GRN,43,FALSE
Ohio,Highland County,Donald Trump,REP,15369,TRUE
Ohio,Highland County,Joe Biden,DEM,3741,FALSE
Ohio,Highland County,Jo Jorgensen,LIB,140,FALSE
Ohio,Highland County,Howie Hawkins,GRN,49,FALSE
Ohio,Highland County, Write-ins,WRI,4,FALSE
Ohio,Hocking County,Donald Trump,REP,9554,TRUE
Ohio,Hocking County,Joe Biden,DEM,3836,FALSE
Ohio,Hocking County, Write-ins,WRI,196,FALSE
Ohio,Hocking County,Jo Jorgensen,LIB,160,FALSE
Ohio,Hocking County,Howie Hawkins,GRN,40,FALSE
Ohio,Holmes County,Donald Trump,REP,10645,TRUE
Ohio,Holmes County,Joe Biden,DEM,1981,FALSE
Ohio,Holmes County,Jo Jorgensen,LIB,120,FALSE
Ohio,Holmes County, Write-ins,WRI,37,FALSE
Ohio,Holmes County,Howie Hawkins,GRN,26,FALSE
Ohio,Huron County,Donald Trump,REP,18537,TRUE
Ohio,Huron County,Joe Biden,DEM,7643,FALSE
Ohio,Huron County,Jo Jorgensen,LIB,367,FALSE
Ohio,Huron County,Howie Hawkins,GRN,81,FALSE
Ohio,Huron County, Write-ins,WRI,0,FALSE
Ohio,Jackson County,Donald Trump,REP,10804,TRUE
Ohio,Jackson County,Joe Biden,DEM,3193,FALSE
Ohio,Jackson County,Jo Jorgensen,LIB,134,FALSE
Ohio,Jackson County,Howie Hawkins,GRN,29,FALSE
Ohio,Jackson County, Write-ins,WRI,0,FALSE
Ohio,Jefferson County,Donald Trump,REP,22309,TRUE
Ohio,Jefferson County,Joe Biden,DEM,9823,FALSE
Ohio,Jefferson County,Jo Jorgensen,LIB,343,FALSE
Ohio,Jefferson County,Howie Hawkins,GRN,97,FALSE
Ohio,Knox County,Donald Trump,REP,21825,TRUE
Ohio,Knox County,Joe Biden,DEM,8433,FALSE
Ohio,Knox County,Jo Jorgensen,LIB,363,FALSE
Ohio,Knox County,Howie Hawkins,GRN,82,FALSE
Ohio,Lake County,Donald Trump,REP,71615,TRUE
Ohio,Lake County,Joe Biden,DEM,54337,FALSE
Ohio,Lake County,Jo Jorgensen,LIB,1240,FALSE
Ohio,Lake County,Howie Hawkins,GRN,385,FALSE
Ohio,Lake County, Write-ins,WRI,290,FALSE
Ohio,Lawrence County,Donald Trump,REP,19759,TRUE
Ohio,Lawrence County,Joe Biden,DEM,7353,FALSE
Ohio,Lawrence County,Jo Jorgensen,LIB,247,FALSE
Ohio,Lawrence County,Howie Hawkins,GRN,68,FALSE
Ohio,Licking County,Donald Trump,REP,57965,TRUE
Ohio,Licking County,Joe Biden,DEM,32324,FALSE
Ohio,Licking County,Jo Jorgensen,LIB,1240,FALSE
Ohio,Licking County,Howie Hawkins,GRN,301,FALSE
Ohio,Logan County,Donald Trump,REP,17625,TRUE
Ohio,Logan County,Joe Biden,DEM,4990,FALSE
Ohio,Logan County,Jo Jorgensen,LIB,257,FALSE
Ohio,Logan County,Howie Hawkins,GRN,67,FALSE
Ohio,Logan County, Write-ins,WRI,46,FALSE
Ohio,Lorain County,Donald Trump,REP,76719,TRUE
Ohio,Lorain County,Joe Biden,DEM,72792,FALSE
Ohio,Lorain County,Jo Jorgensen,LIB,1615,FALSE
Ohio,Lorain County,Howie Hawkins,GRN,504,FALSE
Ohio,Lorain County, Write-ins,WRI,358,FALSE
Ohio,Lucas County,Joe Biden,DEM,111989,TRUE
Ohio,Lucas County,Donald Trump,REP,79628,FALSE
Ohio,Lucas County,Jo Jorgensen,LIB,2508,FALSE
Ohio,Lucas County,Howie Hawkins,GRN,757,FALSE
Ohio,Madison County,Donald Trump,REP,13445,TRUE
Ohio,Madison County,Joe Biden,DEM,5558,FALSE
Ohio,Madison County,Jo Jorgensen,LIB,260,FALSE
Ohio,Madison County,Howie Hawkins,GRN,46,FALSE
Ohio,Mahoning County,Donald Trump,REP,58601,TRUE
Ohio,Mahoning County,Joe Biden,DEM,56346,FALSE
Ohio,Mahoning County,Jo Jorgensen,LIB,956,FALSE
Ohio,Mahoning County,Howie Hawkins,GRN,425,FALSE
